food_id,item,veg_or_non_veg
fd118075,Regular Cheese Sandwich,Veg
fd118076,Regular Veg Sandwich,Veg
fd118077,Regular Chocolate Sandwich,Veg
fd118078,Regular Cheese Jam Sandwich,Veg
fd118079,Grilled Bread Butter Sandwich,Veg
fd118082,8' Cottage Cheese Pizza,Veg
fd118084,8' Farmhouse Pizza,Veg
fd118086,8' Pepper Paneer Pizza,Veg
fd118087,8' American Pizza,Veg
fd118088,8' Hot & Spicy Pizza,Veg
fd118089,8' Paneer Takka Tak Pizza,Veg
fd118090,8' Italian Pizza,Veg
fd118094,Regular Cold Chocolate,Veg
fd118097,Regular Mocha Coffee,Veg
fd118098,Regular Choco Coffee,Veg
fd118100,Bistro Special Coffee,Veg
fd118101,Thick Mocha Coffee,Veg
fd118102,Thick Choco Coffee,Veg
fd118103,Thick Bistro Special Coffee,Veg
fd118104,Regular Bournvita Shake,Veg
fd118105,Regular Kit Kat Shake,Veg
fd118106,Regular Nutella Shake,Veg
fd118107,Regular Vanilla Shake,Veg
fd118108,Regular Chocolate Shake,Veg
fd118109,Regular Oreo Crumble Shake,Veg
fd118110,Regular Strawberry Shake,Veg
fd118111,Regular Mango Milk Shake,Veg
fd118112,Regular Cold Bournvita,Veg
fd118113,Thick Cold Bournvita,Veg
fd118114,Thick Bounvita Shake,Veg
fd118115,Thick Cold Chocolate Shake,Veg
fd118116,Thick Kit Kat Shake,Veg
fd118117,Thick Vanilla Shake,Veg
fd118118,Thick Chocolate Shake,Veg
fd118119,Thick Oreo Crumble Shake,Veg
fd118120,Thick Strawberry Shake,Veg
fd118121,Thick Mango Milk Shake,Veg
fd118122,Thick Ferrero Rocher Shake,Veg
fd118123,Thick Nutella Shake,Veg
fd118128,Blue Angel Mocktail,Veg
fd118129,Screw Driver Mocktail,Veg
fd118130,Lychee Lavender Mocktail,Veg
fd118131,Strawberry Daiquiri Mocktail,Veg
fd118132,Lime Mojito,Veg
fd118137,Classic Mayo Fries,Veg
fd118138,Cheesy Overloaded Fries,Veg
fd118141,Bistro Classic Club Sandwich,Veg
fd118142,Garlic Corn Cheese,Veg
fd118143,Bombay Spicy Sandwich,Veg
fd118144,Paneer Takka Tak Sandwich,Veg
fd118145,Double Decker Sandwich,Veg
fd118147,Garlic Bonanza Sandwich,Veg
fd118148,H20 Grilled Sandwich,Veg
fd118149,BBQ Sandwich,Veg
fd118150,Bistro Special Toast,Veg
fd118151,Peri Peri Toast,Veg
fd118157,Classic Italian Toast,Veg
fd118159,Classic American Panini,Veg
fd118160,Garden Fresh Panini,Veg
fd118161,Cheddar Cheese Chilli Panini,Veg
fd118164,Sugar Free Cold Coffee (350ml),Veg
fd118167,Home Made Dryfruit Lassi (honey Based),Veg
fd118168,Typical Green Juice (300ml),Veg
fd118169,Coc Juice (300ml),Veg
fd118170,Bomb Ass Green Juice (300ml),Veg
fd118171,No More Sinus Juice (300ml),Veg
fd118172,Super Slimbow Juice (300ml),Veg
fd118173,Kidney Detox Juice (300ml),Veg
fd118174,Kindney Stone Juice (300ml),Veg
fd118175,Eyes Juice (300ml),Veg
fd118176,Nervousness Juice (300ml),Veg
fd118177,Beetroot Juice (300ml),Veg
fd118178,Watermalon Juice,Veg
fd118179,Orange Kiwi,Veg
fd118180,Watermalon With Orange,Veg
fd118181,Pinepple With Orange,Veg
fd118182,Orange Mausambi,Veg
fd118183,Pineapple Mausambi,Veg
fd118184,Pineapple Watermelon,Veg
fd118185,Apple Orange Juice,Veg
fd118186,Watermelon Muskmelon Juice,Veg
fd118187,Pinepple & Muskmelon,Veg
fd118188,Fusion Bowl (300 gms),Veg
fd118189,Seasonal Bowl (300 gms),Veg
fd118190,Exotic Fruit Bowl (300 gms),Veg
fd118191,Red Fruit Bowl (300 gms),Veg
fd118192,Kiwi And Dragon Fruit Bowl (300 gms),Veg
fd118193,Watermelon Pineapple Fruit Bowl (300 gms),Veg
fd118194,Red & Green Bowl (300gm),Veg
fd118195,Fruit Bowl With Nutella,Veg
fd118196,Watermelon Smoothie,Veg
fd118197,Green Smoothie (350 ml),Veg
fd118198,Tropical Colada (350 ml),Veg
fd118199,Chikoo Dryfruit smoothie (350 ml),Veg
fd118200,Peanut Butter Smoothie  (350 ml),Veg
fd118201,Coffee Flavoured Peanut Butter (350 ml),Veg
fd118202,Aloha Power Smoothie (350 ml),Veg
fd118203,Anti Inflammatory (350 ml),Veg
fd118204,Vitamin C Monster (350 ml),Veg
fd118205,Banana Almond Smoothie (350ml),Veg
fd118206,Peanut Butter Nuttela Smoothie,Veg
fd118207,Green Vegan Smoothie,Veg
fd118208,Avaberry Vegan Smoothie,Veg
fd118209,Blue Base Vegan Smoothie,Veg
fd118210,Pink Vegan Smoothie,Veg
fd118211,Evergreen Vegan Smoothie (350ml),Veg
fd118212,Paneer biryani,Veg
fd118214,Chicken biryani (bone),Non-veg
fd118215,Chicken biryani (boneless),Non-veg
fd118216,Mutton kheema biryani,Non-veg
fd118218,Subz-e-hyderabadi,Veg
fd118220,Kadal paneer,Veg
fd118221,Hyderabadi dal tadka,Veg
fd118222,Dal makhani,Veg
fd118223,Kadal chicken (bonless),Non-veg
fd118224,Butter chicken (bonless),Non-veg
fd118225,Chicken dum masala,Non-veg
fd118226,Mutton kheema,Non-veg
fd118227,Shahi egg masala,Non-veg
fd118228,Egg kheema,Non-veg
fd118230,Butter milk (250 ml),Veg
fd118231,Patiala lassi (300 ml),Veg
fd118232,Paneer tikka (5 pcs),Veg
fd118233,Paneer malal tikka (5 pes),Veg
fd118234,Paneer garlic tikka (s pos),Veg
fd118235,Makhmall seekh kabab (5 pcs),Veg
fd118236,Murg malal tikka (5 pcs),Non-veg
fd118237,Murg garlic tikka (5 pcs),Non-veg
fd118238,Murg tikka (5 pcs),Non-veg
fd118239,Veggi delight pizzha,Veg
fd118240,Bbq paneer pizzha,Veg
fd118241,Murg classic pizzha,Non-veg
fd118242,Bbq murg tikka pizzha,Non-veg
fd118243,Egg tikka pizzha,Non-veg
fd118244,Veggi masala roll,Veg
fd118245,Tandoori paneer roll,Non-veg
fd118248,Steamed rico (250 gms),Veg
fd118249,Jeera rice (250 gms),Veg
fd118250,Veggi pulav (300 gma),Veg
fd118251,Chicken pulav (300 gms),Non-veg
fd118252,Egg pulav (300 gms),Non-veg
fd118254,Butter naan,Veg
fd118255,Lacchedar paratha,Veg
fd118256,Garlic naan,Veg
fd118257,Butter kulcha,Veg
fd118258,Gulab jamun (2 pcs),Veg
fd118259,Rabdi (120 gms),Veg
fd118260,Rabdi with gulab jamun,Veg
fd118261,Veg raita (100 gms),Veg
fd118262,Plain curd (80 gms),Veg
fd118263,Mirchi ka salan (100 gms),Veg
fd118264,Green chutney (100 gms),Veg
fd118265,Boiled egg (3 eggs),Non-veg
fd118266,Egg omelette (2 eggs),Non-veg
fd118267,Green salad (100 gms),Veg
fd118269,Paneer lababdar masala,Veg
fd118270,Dal makhani combo,Veg
fd118271,Dal fry combo,Veg
fd118272,Butter chicken combo,Non-veg
fd118273,Murg dum masala combo,Non-veg
fd118274,Mutton kheema combo,Non-veg
fd118275,Shahi egg combo,Non-veg
fd118276,Egg kheoma combo,Non-veg
fd118277,Tbl special veg thali (850 gms),Veg
fd118278,Tbl delux veg thali (650 gms),Veg
fd118279,Tbl special non veg thali (650 gms),Non-veg
fd118280,Veg Bruschetta,Veg
fd118281,Snacks Punjabi Samosa  |1 pc|,Veg
fd118282,Snacks Chinese Puff |1 pc|,Veg
fd118283,Ready Vadapav,Veg
fd118284,Manchurian Roll Mini,Veg
fd118288,Chocolate Vanilla Chips Pastry,Veg
fd118289,Fresh Pineapple Pastry,Veg
fd118292,Fresh Pineapple Cake,Veg
fd118294,Opera Cake,Veg
fd118300,Chocolate Dutch Truffle Cake,Veg
fd118301,Choco Vanilla Chips Cake,Veg
fd118302,Choco Ball,Veg
fd118303,Center Filling Muffin,Veg
fd118304,Cheese Club Grilled Sandwich + Donuts,Veg
fd118305,Cheese Burger + Black Forest Pastry,Veg
fd118306,Cheese Hot Dog + Black Forest Pastry,Veg
fd118307,Cheese Grilled Sandwich + Chocolate Truffle Pastry,Veg
fd118308,Maska Bun Ready,Veg
fd118312,Snacks Paneer Patties ( Per Pc),Veg
fd118313,Cheese Puff |1 pc|,Veg
fd118314,Veg Puff |1 pc|,Veg
fd118315,Snacks Veg Patties|1 pc|,Veg
fd118317,Ready Dabeli,Veg
fd118320,Cheese Chilli Roll Mini,Veg
fd118321,Paneer Masala Roll Mini,Veg
fd118326,Veg Buger Ready,Veg
fd118330,Aloo Mattar Veg Mixed Sandwich,Veg
fd118333,Cheese Club Grilled Sandwich,Veg
fd118335,Veg Panini,Veg
fd118336,Pizza Base 8' (2 Pcs),Veg
fd118337,Pizza Base 7' (2 Pcs),Veg
fd118338,Wheat Hard Base Pizza,Veg
fd118339,6'' Italian Ready Pizza,Veg
fd118340,Pizza Base Soft 6'' (4 Pcs),Veg
fd118341,Thin Wheat Pizza 6',Veg
fd118342,Burger Buns,Veg
fd118343,Wheat Pavbhaji Buns,Veg
fd118344,Pavbhaji Bun,Veg
fd118345,Wheat Bread,Veg
fd118346,Jumbo Bread (wheat),Veg
fd118347,Bread Wheat Side Cutting 250gm,Veg
fd118348,Sandwich Bread,Veg
fd118349,Bread 700 Gm,Veg
fd118350,Jumbo Bread,Veg
fd118351,Bread Multi Grain (400 gms),Veg
fd118352,Wheat Bread (700 gms),Veg
fd118353,Wheat Bread (400 gms),Veg
fd118354,Pita Bread,Veg
fd118355,Sweet Bun |1 pc|,Veg
fd118356,Garlic Loaf |1 pc|,Veg
fd118357,French Loaf |1 pc|,Veg
fd118358,Side Cutting Bread,Veg
fd118361,Dutch Chocolate Pastry,Veg
fd118363,Opera Cake Pastry,Veg
fd118364,Choco Lava Pastry (Per Pc),Veg
fd118368,Ferrero Rocher Pastry,Veg
fd118370,Choco Mud Pasrty,Veg
fd118375,Cassata Cake,Veg
fd118376,Chocolate Magic Cake,Veg
fd118380,Choco Almond Cake,Veg
fd118382,Nutty Buty Cake,Veg
fd118384,Duet Cake (250 gms Per Pc),Veg
fd118386,Premium Chocolate Chips Cake,Veg
fd118390,American Black Forest Cake,Veg
fd118391,Fresh Kiwi Fruit Cake,Veg
fd118393,Chocolate Gems Cake,Veg
fd118397,Lava Lava (In a Cup) (100 gms),Veg
fd118398,Vanilla Sponge Cake Half (200 gms),Veg
fd118399,Vanilla Sponge Cake Full (450 gms),Veg
fd118400,Tooti Fruity Sponge Cake Half (200 gms),Veg
fd118401,Tooti Fruity Sponge Cake Full (450 gms),Veg
fd118402,Choco Chips Sponge Cake Half (200 gms),Veg
fd118403,Choco Chips Sponge Cake Full (450 gms),Veg
fd118407,Icing Muffin (Per Pc),Veg
fd118408,Strawberry Milkshake (250 ml),Veg
fd118409,Choco Chips Thick Shake  [300 Ml],Veg
fd118410,Kaju Anjeer Shake [300ml],Veg
fd118411,Mango Thick Shake [300ml],Veg
fd118412,Cold Coffee 100 (250 ml),Veg
fd118413,Badam Pista Kesar Scoop Regular Coen (Cup 80 ml),Veg
fd118414,Anjeer Roasted Almond Scoop Regular Coen (Cup 80 ml),Veg
fd118415,Kaju Gulkand Scoop Regular Coen (Cup 80 ml),Veg
fd118416,Orange Tang Slush [350ml],Veg
fd118417,Rose Falooda with Vanilla Softy (350 ml),Veg
fd118418,Pineapple Juice (250 ml),Veg
fd118419,Cocktail Juice (250 ml),Veg
fd118420,Thumbs Up Float (300 ml),Veg
fd118421,Coke Float,Veg
fd118422,Pista Milkshake (250ml),Veg
fd118423,Chocolate Milkshake (250 ml),Veg
fd118424,Kesariya Thandai Milkshake (250 ml),Veg
fd118426,Mango Milkshake (250 ml),Veg
fd118427,Chocolate Chips Milk Shake [250ml],Veg
fd118428,Chikoo Milkshake (250 ml),Veg
fd118429,Sitafal Milkshake (250 ml),Veg
fd118430,Kesar Elaichi Milkshake (250 ml),Veg
fd118431,Almond Milkshake (250 ml),Veg
fd118432,Vanilla Thick Shake [300 Ml],Veg
fd118433,Rose Thick Shake  [300 Ml],Veg
fd118434,Kesar Elaichi Thick Shake  [300 Ml],Veg
fd118435,Butterscotch Crunch Thick Shake  [300 Ml],Veg
fd118436,Rose Gulkand Thick Shake  [300 Ml],Veg
fd118437,Strawberry Cheese Cake Shake  [300 Ml],Veg
fd118438,Blueberry Cheese Cake Shake  [300 Ml],Veg
fd118439,Mango Cheese Cake Shake  [300 Ml],Veg
fd118440,Chocolate Cheese Cake Shake  [300 Ml],Veg
fd118441,Oreo Cheese Cake Shake  [300 Ml],Veg
fd118442,Chocolate Thick Shake  [300 Ml],Veg
fd118444,Vanilla Chips Thick Shake  [300 Ml],Veg
fd118445,Choco Berry Thick Shake  [300 Ml],Veg
fd118446,Choco Butter Crunch Thick Shake  [300 Ml],Veg
fd118447,Choco Mint Thick Shake  [300 Ml],Veg
fd118448,Chikoo Chocolate Thick Shake  [300 Ml],Veg
fd118449,Coffee Thick Shake  [300 Ml],Veg
fd118450,Coffee Oreo Thick Shake  [300 Ml],Veg
fd118451,Chocolate Oreo Thick Shake  [300 Ml],Veg
fd118452,Vanilla Oreo Thick Shake  [300 Ml],Veg
fd118453,Chocolate Oreo Chips Thick Shake  [300 Ml],Veg
fd118454,Vanilla Oreo Chips Thick Shake  [300 Ml],Veg
fd118455,Choco Brownie Thick Shake  [300 Ml],Veg
fd118456,Coffee Choco Chips Thick Shake  [300 Ml],Veg
fd118457,Thandai Shake [300ml],Veg
fd118458,Pista Shake [300ml],Veg
fd118460,Special Dry Fruits Shake [300ml],Veg
fd118461,Rose Almond Shake [300ml],Veg
fd118462,Almond Carnival Shake [300ml],Veg
fd118463,Kaju Gulkand Shake [300ml],Veg
fd118464,Nutella Rocher Shake [300ml],Veg
fd118465,Crunchy Kit Kat Shake [300ml],Veg
fd118466,Crunchy Ferrero Rocher Shake [300ml],Veg
fd118467,Ferrero Rocher Shake [300ml],Veg
fd118468,Kit Kat Shake [300ml],Veg
fd118469,Nutella Shake [300ml],Veg
fd118470,Strawberry Mania Thick Shake [300ml],Veg
fd118471,Mango Mania Thick Shake [300ml],Veg
fd118472,Strawberry Thick Shake [300ml],Veg
fd118474,Sitafal Thick Shake [300ml],Veg
fd118475,Chikoo Thick Shake [300ml],Veg
fd118476,Blue Berry Thick Shake [300ml],Veg
fd118477,Mango Sitafal Thick Shake [300ml],Veg
fd118478,Mango Strawberry Thick Shake [300ml],Veg
fd118479,Strawberry Sitafal Thick Shake [300ml],Veg
fd118480,Blackcurrant Thick Shake [300ml],Veg
fd118481,Very Berry Thick Shake [300ml],Veg
fd118482,Lychee Thick Shake [300ml],Veg
fd118483,Mix Fruit Thick Shake [300ml],Veg
fd118484,Pineapple Thick Shake [300ml],Veg
fd118485,Cold Coffee From Beans [250ml],Veg
fd118487,Coffee Cold Mocha (250 ml),Veg
fd118488,Ferrero Rocher (250 ml),Veg
fd118489,Creamy Almond (250 ml),Veg
fd118490,Tiramisu (250 ml),Non-veg
fd118491,Orange (250 ml),Veg
fd118492,Hazelnut (250 ml),Veg
fd118493,Caramel (250 ml),Veg
fd118494,Irish Cream (250 ml),Veg
fd118495,Hot Coffee [150ml],Veg
fd118496,Hot Hazelnut Coffee [150ml],Veg
fd118497,Hot Mocha [150ml],Veg
fd118498,Hot Chocolate (150 ml),Veg
fd118499,Chocolate Oreo Ice Cream (80 Ml),Veg
fd118500,Vanilla Party Pack (750 Gms),Veg
fd118501,Chocolate Chips Scoop Regular Coen (Cup 80 ml),Veg
fd118502,Chocolate Brownie Scoop Regular Coen (Cup 80 ml),Veg
fd118503,Oreo Biscotti Scoop Regular Coen (Cup 80 ml),Veg
fd118504,Ferrero Rocher Scoop Regular Coen (Cup 80 ml),Veg
fd118507,Mango Scoop Regular Coen (Cup 80 ml),Veg
fd118509,Strawberry Scoop Regular Coen (Cup 80 ml),Veg
fd118510,Sitafal Scoop Regular Coen (Cup 80 ml),Veg
fd118511,Lychee Lemon Scoop Regular Coen (Cup 80 ml),Veg
fd118512,Blue Berry Scoop Regular Coen (Cup 80 ml),Veg
fd118513,Meetha Pan Masala Scoop Regular Coen (Cup 80 ml),Veg
fd118514,Chocolate Chips Party Pack (750 gms),Veg
fd118515,Chocolate Brownie Party Pack (750 gms),Veg
fd118516,Oreo Biscotti Party Pack (750 gms),Veg
fd118517,Ferrero Rocher Party Pack (750 gms),Veg
fd118518,Badam Pista Kesar Party Pack (750 gms),Veg
fd118519,Anjeer Roasted Almond Party Pack (750 gms),Veg
fd118520,Kaju Gulkand Party Pack (750 gms),Veg
fd118521,Mango Party Pack (750 gms),Veg
fd118522,Strawberry Party Pack (750 gms),Veg
fd118523,Sitafal Party Pack (750 gms),Veg
fd118524,Lychee Lemon Party Pack (750 gms),Veg
fd118525,Blue Berry Party Pack (750 gms),Veg
fd118526,Meetha Pan Masala Party Pack (750 gms),Veg
fd118527,Vanilla Ice Cream [cup 80 Ml],Veg
fd118528,Chilli Guava Party Pack (750 Gms),Veg
fd118529,Chilli Guava Scoop Regular Coen (cup 80 Ml),Veg
fd118530,Chocolate Oreo Party Pack (750 Ml),Veg
fd118531,Very Berry Slush [350ml],Veg
fd118532,Chilli Guava Slush [350ml],Veg
fd118533,Tropical Punch Slush [350ml],Veg
fd118534,Keri Pudina Slush [350ml],Veg
fd118535,Blue Berry Slush [350ml],Veg
fd118536,Green Apple Slush [350ml],Veg
fd118537,Fruit Punch Slush [350ml],Veg
fd118539,Kala Khatta Slush [350ml],Veg
fd118540,Kachi Keri Slush [350ml],Veg
fd118541,Rim Zim Masala Slush [350ml],Veg
fd118542,Rose Slush [350ml],Veg
fd118543,Lemon Slush [350ml],Veg
fd118544,Green Mint Slush [350ml],Veg
fd118545,Anjeer Pista Falooda With Vanila Softy (350ml),Veg
fd118546,Pista Falooda With Vanila Softy (350 Ml),Veg
fd118548,Kesar Elaichi Falooda with Vanilla Softy (350 ml),Veg
fd118549,Strawberry Falooda with Vanilla Softy (350 ml),Veg
fd118550,Mango Falooda with Vanilla Softy (350 ml),Veg
fd118551,Special Roohafza Falooda with Dry Fruits Falooda with Vanilla Softy (350 ml),Veg
fd118552,Kesar Premium Falooda with Vanilla Softy (350 ml),Veg
fd118553,Pista Lassi (250 Ml),Veg
fd118555,Rose Lassi (250 ml),Veg
fd118556,Kaju Draksh Lassi (250 ml),Veg
fd118557,Kesar Elaichi Lassi (250 ml),Veg
fd118558,Kesar Kaju Lassi (250 ml),Veg
fd118559,Strawberry Lassi (250 ml),Veg
fd118560,Mango Lassi (250 ml),Veg
fd118561,Blackcurrant Lassi (250 ml),Veg
fd118562,Lychee Lassi (250 ml),Veg
fd118563,Mix Fruit Lassi (250 ml),Veg
fd118564,Kaju Anjeer Lassi (250 ml),Veg
fd118565,Special Dry Fruits Lassi (250 ml),Veg
fd118567,Black Grape Juice (250 ml),Veg
fd118569,Mango Juice (250 ml),Veg
fd118570,Watermelon Juice (250 ml),Veg
fd118571,Pineapple Guava Juice (250 ml),Veg
fd118572,Guava Juice (250 ml),Veg
fd118573,Strawberry Juice (250 ml),Veg
fd118574,Green Apple Soda Pop (300 Ml),Veg
fd118575,Blue Berry Soda Pop (300 Ml),Veg
fd118576,Lemon Soda Pop (300 Ml),Veg
fd118577,Orange Soda Pop (300 Ml),Veg
fd118580,Lemon (250 ml),Veg
fd118583,Butterscotch Lassi (250 ml),Veg
fd118584,Traditional Tea [2 Cups],Veg
fd118585,Sugar Free Tea [2 Cup],Veg
fd118586,Indian Masala Tea [2 Cups],Veg
fd118587,Ginger & Pudina Tea [2 Cups],Veg
fd118588,Elaichi Tea [2 Cups],Veg
fd118589,Pudina Elaichi Tea [2 Cups],Veg
fd118590,Saffron Tea [2 Cups],Veg
fd118591,Traditional Tea [Mini Flask 500 ML],Veg
fd118592,Sugar Free Tea [Mini Flask 500 ML],Veg
fd118593,Indian Masala Tea [Mini Flask 500 ML],Veg
fd118594,Ginger & Pudina Tea [Mini Flask 500 ML],Veg
fd118595,Elaichi Tea [Mini Flask 500 ML],Veg
fd118596,Pudina Elaichi Tea [Mini Flask 500 ML],Veg
fd118597,Saffron Tea [Mini Flask 500 ML],Veg
fd118598,Traditional Tea [Mini Flask 1000 ML],Veg
fd118599,Sugar Free Tea [Mini Flask 1000 ML],Veg
fd118600,Indian Masala Tea [Mini Flask 1000 ML],Veg
fd118601,Ginger & Pudina Tea [Mini Flask 1000 ML],Veg
fd118602,Elaichi Tea [Mini Flask 1000 ML],Veg
fd118603,Pudina Elaichi Tea [Mini Flask 1000 ML],Veg
fd118604,Saffron Tea [Mini Flask 1000 ML],Veg
fd118605,Lemon Ice Tea [1 Cup],Veg
fd118606,Blueberry Mint Ice Tea [1 Cup],Veg
fd118607,Peach Ice Tea [1 Cup],Veg
fd118608,Kokum Ice Tea [1 Cup],Veg
fd118609,Watermelon Ice Tea [1 Cup],Veg
fd118610,Green Tea [2 Cups],Veg
fd118611,Black Tea [2 Cups],Veg
fd118612,Kavo [2 Cpups],Veg
fd118613,Healthy Tea [2 Cups],Veg
fd118614,Black Coffee [ 2 Cups],Veg
fd118615,Hot Coffee [ 2 Cups],Veg
fd118616,Hot Coffee Vanilla [2 Cups],Veg
fd118617,Black Coffee [Mini Flask 500 ML],Veg
fd118618,Hot Coffee [Mini Flask 500 ML],Veg
fd118619,Hot Coffee Vanilla [Mini Flask 500 ML],Veg
fd118620,Black Coffee [Mini Flask 1000 ML],Veg
fd118621,Hot Coffee [Mini Flask 1000 ML],Veg
fd118622,Hot Coffee Vanilla [Mini Flask 1000 ML],Veg
fd118623,Cold Coffee [1 Cup],Veg
fd118624,Cappuccino Cold Coffee [1 Cup],Veg
fd118625,Mocha Cold Coffee [1 Cup],Veg
fd118626,Hazelnut Cold Coffee [1 Cup],Veg
fd118627,Irish Cold Coffee [1 Cup],Veg
fd118628,Caramel Latte cold coffee [1 Cup],Veg
fd118629,Bournvita Hot [1 Cup],Veg
fd118630,Bournvita Cold [1 Cup],Veg
fd118631,Hot Chocolate 175ml [1 Cup],Veg
fd118632,Cold Coco [1 Cup],Veg
fd118633,Milk Shake Oreo [1 Cup],Veg
fd118634,Milk Shake Chocolate [1 Cup],Veg
fd118635,Milk Shake Strawberry [1 Cup],Veg
fd118636,Berry Blast Milk shake [1 Cup],Veg
fd118637,Chicku Milk shake [1 Cup],Veg
fd118638,Mango Milk shake [1 Cup],Veg
fd118639,Fruit Punch [1 Cup],Veg
fd118640,Lemon Ginger [1 Cup],Veg
fd118641,Masala Lenonade [1 Cup],Veg
fd118642,Guava Chilly [1 Cup],Veg
fd118643,Mojito [1 Cup],Veg
fd118645,Maska Bun With Jam,Veg
fd118646,Spicy Masala Bun,Veg
fd118647,Veggie Fingers [5 Pcs],Veg
fd118648,Cheese Garlic Bread [3 Pcs],Veg
fd118651,Pizza Shotz,Veg
fd118653,French Fries Sprinkle Flavours,Veg
fd118654,French Fries Deep Cheezy,Veg
fd118656,Thepla [4 Pcs],Veg
fd118657,Sabudana Vada [4 Pcs],Veg
fd118658,Bread Butter[3 Slice],Veg
fd118659,Jam Butter Sandwich [3 Slice],Veg
fd118661,Cheese Butter Sandwich[3 Slice],Veg
fd118662,Mexican Cheese Sandwich [Grilled-3 Slice],Veg
fd118664,Tandoori Paneer Sandwich [Grilled-3 Slice],Veg
fd118665,Piri Piri Sandwich,Veg
fd118667,Masala Noodles,Veg
fd118673,Chicken Tikka 6 Pieces,Non-veg
fd118674,Paneer Malai Tikka 6 Pieces,Veg
fd118675,Tandoori Murgh Half,Veg
fd118679,Malai Chicken Tikka 6 Pieces,Non-veg
fd118680,Paneer Tikka 6 Pieces,Veg
fd118682,Soya Chaap 8 Pieces,Veg
fd118684,Malai Soya Chaap 8 Pieces,Veg
fd118685,Chicken Tangdi Kebab 2 Pieces,Non-veg
fd118707,Thums Up 250 Ml,Veg
fd118709,Coca-cola 250 Ml,Veg
fd118730,Chicken Tandoori Paratha With Chuteny,Non-veg
fd118733,Panchratna Matho,Veg
fd118734,Kesar Rajbhog Matho,Veg
fd118735,American Treat Matho,Veg
fd118736,Chhapanbhog Matho,Veg
fd118737,Red Velvet Matho,Veg
fd118738,Blue Diamond Matho,Veg
fd118739,Blueberry Matho,Veg
fd118740,Raja Rani Matho,Veg
fd118741,Swiss Chocolate Matho,Veg
fd118743,Mango Ripple Matho,Veg
fd118746,Chocolate Marble Matho,Veg
fd118747,Golden Pearl Matho,Veg
fd118748,Pinachink Matho,Veg
fd118749,Kesar Malti Matho,Veg
fd118750,Special Elaichi Matho,Veg
fd118751,Chatako Matho,Veg
fd118752,Sugar Free Rajbhog Matho,Veg
fd118753,Alphonso Mango Matho,Veg
fd118754,Kachi Keri Matho,Veg
fd118759,Lilvani Kachori,Veg
fd118761,Kesar Pista Basundi,Veg
fd118762,Rajwadi Basundi,Veg
fd118763,Sitafal Basundi,Veg
fd118764,Anjeer Basundi,Veg
fd118765,Rajratna Basundi,Veg
fd118766,Choco Badam Basundi,Veg
fd118767,Choco Anjeer Basundi,Veg
fd118769,Royal Cream Cruz,Veg
fd118770,Pina Cream Cruz,Veg
fd118771,Fruit Rasmalai Bonanza,Veg
fd118772,Red Velvet Cream Cruz,Veg
fd118774,American Cream Cruz,Veg
fd118775,Volcano Cream Cruz,Veg
fd118776,Mango Pleasure,Veg
fd118781,Rajbhog Rasgulla (1 Pc),Veg
fd118783,Navtad Samosa,Veg
fd118786,Kela Vatana Samosa,Veg
fd118787,Cheese Corn Samosa,Veg
fd118788,Punjabi Samosa (1 Pc),Veg
fd118789,Pure Ghee (1 Kg),Veg
fd118790,Paneer (1 Kg),Veg
fd118791,Sweet Cream (1 Kg),Veg
fd118792,Mavo (1 Kg),Veg
fd118793,Gulab Jamun Mavo (1 Kg),Veg
fd118794,Special White Makhani (1 Kg),Veg
fd118795,Matka Dahi (1 Pc),Veg
fd118799,Vegetable Puff Grilled,Veg
fd118801,Butter Cheese Puff,Veg
fd118802,Veg Cheese Puff Grilled,Veg
fd118803,Veg Paneer Puff Grilled,Veg
fd118804,Maxican Puff Grilled,Veg
fd118809,Cheese Corn Maggie,Veg
fd118810,Makhni Sause Maggie,Veg
fd118811,Veg Tadka Maggie,Veg
fd118814,Veg Cheese Tadka Maggie,Veg
fd118815,Star Bowl,Veg
fd118816,Smily,Veg
fd118819,Potato Balls,Veg
fd118825,Chutney Puri,Veg
fd118827,Cheese Chat,Veg
fd118828,Regular Garlic Bread,Veg
fd118829,Cheese Chilly Garlic Bread,Veg
fd118831,Premium Garlic Bread,Veg
fd118832,Regular Panini,Veg
fd118833,Maxican Panini,Veg
fd118834,Sweet Panini,Veg
fd118837,Tomato Onion Pizza,Veg
fd118840,Arbuda Special Pizza,Veg
fd118846,Masala Dabeli,Veg
fd118848,Butter Maskabun,Veg
fd118849,Jam Maskabun,Veg
fd118851,Rabdi Maskabun,Veg
fd118855,Regular Slice,Veg
fd118860,Veg Cheese Slice,Veg
fd118861,Cheese Chutney Slice,Veg
fd118862,Regular Vadapav,Veg
fd118863,Masala Vadapav,Veg
fd118864,Bomabay Maskabun,Veg
fd118865,Butter Vadapav,Veg
fd118868,Vip Green Vadapav,Veg
fd118869,Cheese Butter Vadapav,Veg
fd118878,Veg Aloo Mutter Andwich,Veg
fd118884,3 in 1 Sandwich,Veg
fd118891,Vegetable Pasta,Veg
fd118892,Veg Cheese Pasta,Veg
fd118894,Schezwan Pasta,Veg
fd118895,Chocolate Pasta,Veg
fd118896,Butter Roti [4pcs] +1 Paneer Subji + 1 Veg. Subji+ Dal+ Rice+ Salad + Papad + Pickle,Veg
